Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S131,1486911899,21.90,8.60,21.70,6.50,0.10,17.50
S131,1486912198,21.80,8.70,21.50,6.40,0.10,17.50
S131,1486912497,21.70,8.60,21.50,6.50,0.10,17.50
S131,1486912796,21.70,8.80,21.40,6.60,0.10,17.50
S131,1486913095,21.60,8.40,21.40,6.50,0.10,17.50
S131,1486913394,21.60,8.70,21.40,6.40,0.10,17.50
S131,1486913693,21.60,8.50,21.30,6.70,0.10,17.50
S131,1486913992,21.60,8.70,21.40,6.70,0.10,17.50
S131,1486914291,21.60,9.00,21.40,6.70,0.10,17.50
S131,1486914590,21.60,9.20,21.50,6.70,0.10,17.50
S131,1486914889,21.60,8.50,21.50,6.40,0.10,17.50
S131,1486915188,21.60,9.00,21.50,6.70,0.10,17.50
S131,1486915487,21.60,8.90,21.40,6.60,0.10,17.50
S131,1486915786,21.50,8.90,21.40,6.40,0.10,17.50
S131,1486916085,21.60,8.60,21.30,6.40,0.10,17.50
S131,1486916385,21.60,8.70,21.30,6.30,0.10,17.50
S131,1486916684,21.50,8.60,21.20,6.30,0.10,17.50
S131,1486916983,21.50,8.70,21.20,6.30,0.10,17.50
S131,1486917282,21.50,8.80,21.20,6.30,0.10,17.50
S131,1486917581,21.50,9.00,21.20,6.70,0.10,17.50
S131,1486917880,21.40,8.70,21.20,6.60,0.10,17.50
S131,1486918180,21.40,8.70,21.20,6.30,0.10,17.50
S131,1486918479,21.40,8.30,21.10,6.00,0.10,17.50
S131,1486918778,21.40,8.80,21.10,6.30,0.10,17.50
S131,1486919078,21.40,8.40,21.10,6.40,0.10,17.50
S131,1486919377,21.40,8.40,21.20,6.40,0.10,17.50
S131,1486919676,21.40,8.80,21.20,6.30,0.10,17.50
S131,1486919976,21.40,8.80,21.20,6.30,0.10,17.50
S131,1486920275,21.40,8.50,21.20,5.90,0.10,17.50
S131,1486920574,21.40,8.40,21.20,6.10,0.10,17.50
S131,1486920873,21.40,8.40,21.10,5.70,0.10,17.50
S131,1486921173,21.40,8.70,21.20,6.10,0.10,17.50
S131,1486921472,21.40,8.60,21.20,6.20,0.10,17.50
S131,1486921771,21.40,8.80,21.20,6.40,0.10,17.50
