Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S118,1486911899,21.60,6.50,21.40,11.20,0.10,17.50
S118,1486912198,21.60,6.30,21.40,11.20,0.10,17.50
S118,1486912497,21.60,6.00,21.40,11.30,0.10,17.50
S118,1486912796,21.60,7.20,21.30,11.20,0.10,17.50
S118,1486913095,21.60,7.60,21.30,11.30,0.10,17.50
S118,1486913394,21.60,7.40,21.30,11.20,0.10,17.50
S118,1486913693,21.50,7.50,21.30,11.40,0.10,17.50
S118,1486913992,21.50,7.90,21.40,11.30,0.10,17.50
S118,1486914291,21.50,8.00,21.40,11.80,0.10,17.50
S118,1486914590,21.50,8.00,21.50,11.30,0.10,17.50
S118,1486914889,21.50,7.80,21.50,10.90,0.10,17.50
S118,1486915188,21.50,7.90,21.50,11.00,0.10,17.50
S118,1486915487,21.50,7.60,21.40,11.20,0.10,17.50
S118,1486915786,21.50,7.70,21.40,11.20,0.10,17.50
S118,1486916085,21.50,7.20,21.30,11.00,0.10,17.50
S118,1486916384,21.50,7.60,21.30,10.90,0.10,17.50
S118,1486916683,21.50,7.40,21.20,10.60,0.10,17.50
S118,1486916982,21.50,7.30,21.20,11.00,0.10,17.50
S118,1486917281,21.50,7.60,21.20,11.00,0.10,17.50
S118,1486917580,21.50,7.60,21.20,10.70,0.10,17.50
S118,1486917879,21.50,7.60,21.20,10.90,0.10,17.50
S118,1486918178,21.40,7.40,21.20,10.60,0.10,17.50
S118,1486918477,21.40,6.80,21.20,10.70,0.10,17.50
S118,1486918776,21.40,7.00,21.10,10.60,0.10,17.50
S118,1486919075,21.40,7.30,21.10,10.70,0.10,17.50
S118,1486919374,21.40,7.50,21.20,10.60,0.10,17.50
S118,1486919673,21.40,7.40,21.30,10.70,0.10,17.50
S118,1486919973,21.40,7.60,21.30,10.70,0.10,17.50
S118,1486920272,21.40,7.20,21.30,10.70,0.10,17.50
S118,1486920571,21.40,6.90,21.20,10.60,0.10,17.50
S118,1486920870,21.40,6.90,21.20,10.60,0.10,17.50
S118,1486921169,21.40,7.30,21.20,10.60,0.10,17.50
S118,1486921469,21.40,7.30,21.20,10.60,0.10,17.50
S118,1486921768,21.30,7.50,21.30,10.70,0.10,17.50
S118,1486922067,21.40,7.40,21.30,10.60,0.10,17.50
S118,1486922367,21.40,7.30,21.30,10.70,0.10,17.50
S118,1486922666,21.40,7.40,21.20,10.60,0.10,17.50
S118,1486922966,21.30,7.10,21.20,10.60,0.10,17.50
S118,1486923265,21.30,7.30,21.10,10.60,0.10,17.50
S118,1486923564,21.30,7.30,21.20,10.60,0.10,17.50
S118,1486923863,21.30,7.50,21.20,10.60,0.10,17.50
S118,1486924162,21.30,7.50,21.20,10.60,0.10,17.50
