Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S159,1486911899,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486912198,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486912497,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486912796,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486913095,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486913394,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486913693,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486913992,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486914291,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486914590,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486914889,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486915188,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486915487,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486915786,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486916085,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486916385,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486916684,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486916983,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486917283,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486917582,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486917881,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486918181,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486918480,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486918780,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486919079,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486919378,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486919677,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486919977,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486920276,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486920575,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486920874,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486921174,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486921473,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486921772,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486922071,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486922371,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486922670,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486922970,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486923269,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486923568,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486923868,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486924167,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486924466,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486924765,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486925064,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486925363,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486925662,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486925962,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486926261,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486926560,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486926859,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486927158,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486927457,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486927756,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486928055,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486928354,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486928653,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486928952,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486929251,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486929550,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486929849,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486930148,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486930447,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486930746,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486931045,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486931344,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486931643,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486931942,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486932241,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486932540,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486932839,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486933138,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486933437,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486933736,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486934035,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486934334,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486934633,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486934932,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486935231,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486935530,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486935829,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486936128,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486936427,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486936726,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486937025,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486937324,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486937623,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486937922,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486938221,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486938520,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486938819,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486939118,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486939417,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486939716,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486940015,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486940314,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486940613,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486940912,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486941211,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486941510,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486941809,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486942108,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486942407,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486942706,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486943005,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486943304,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486943603,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486943902,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486944201,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486944500,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486944799,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486945098,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486945397,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486945696,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486945995,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486946294,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486946593,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486946892,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486947191,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486947490,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486947789,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486948088,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486948387,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486948686,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486948985,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486949284,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486949583,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486949882,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486950182,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486950481,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486950780,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486951079,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486951378,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486951677,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486951976,0.00,0.00,0.00,0.00,0.10,17.50
S159,1486952275,0.00,0.00,0.00,0.00,0.10,17.50
