Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S129,1486911899,21.60,11.10,21.40,8.20,0.10,17.50
S129,1486912198,21.60,11.30,21.40,8.60,0.10,17.40
S129,1486912497,21.50,11.00,21.40,8.50,0.10,17.40
S129,1486912796,21.50,15.90,21.40,8.90,0.10,17.40
S129,1486913095,21.50,11.80,21.40,8.50,0.10,17.50
S129,1486913394,21.40,12.00,21.40,8.70,0.10,17.40
S129,1486913693,21.40,11.90,21.40,9.00,0.10,17.40
S129,1486913992,21.40,12.40,21.40,8.70,0.10,17.40
S129,1486914291,21.40,12.40,21.50,9.20,0.10,17.40
S129,1486914590,21.40,12.60,21.50,8.70,0.10,17.50
S129,1486914889,21.40,12.30,21.60,8.40,0.10,17.50
S129,1486915188,21.40,12.30,21.60,8.70,0.10,17.50
S129,1486915487,21.40,12.50,21.50,8.70,0.10,17.40
S129,1486915786,21.40,12.10,21.40,8.60,0.10,17.50
S129,1486916085,21.40,12.00,21.40,8.50,0.10,17.40
S129,1486916384,21.40,12.10,21.40,8.40,0.10,17.40
S129,1486916683,21.40,12.10,21.30,8.30,0.10,17.50
S129,1486916982,21.40,12.30,21.40,8.50,0.10,17.40
S129,1486917281,21.40,11.90,21.40,8.10,0.10,17.50
S129,1486917580,21.40,12.30,21.40,8.20,0.10,17.40
S129,1486917879,21.40,12.30,21.30,8.40,0.10,17.40
S129,1486918178,21.40,12.10,21.30,8.00,0.10,17.40
S129,1486918477,21.30,11.90,21.20,8.00,0.10,17.50
S129,1486918776,21.30,11.90,21.20,8.10,0.10,17.50
S129,1486919075,21.30,12.00,21.30,8.00,0.10,17.50
S129,1486919374,21.30,11.50,21.30,7.60,0.10,17.40
S129,1486919673,21.30,11.30,21.30,7.60,0.10,17.50
S129,1486919973,21.30,11.30,21.40,7.70,0.10,17.50
S129,1486920272,21.30,11.20,21.30,8.00,0.10,17.40
S129,1486920571,21.30,11.30,21.20,7.90,0.10,17.40
S129,1486920870,21.30,11.20,21.20,7.90,0.10,17.40
S129,1486921169,21.20,11.10,21.20,7.70,0.10,17.50
S129,1486921469,21.20,11.20,21.30,8.10,0.10,17.50
S129,1486921768,21.30,11.40,21.30,8.00,0.10,17.50
S129,1486922067,21.20,11.30,21.40,7.60,0.10,17.40
S129,1486922367,21.30,11.40,21.30,7.90,0.10,17.50
