Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S153,1486911899,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486912198,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486912497,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486912796,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486913095,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486913394,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486913693,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486913992,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486914291,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486914590,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486914889,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486915188,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486915487,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486915786,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486916085,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486916385,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486916684,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486916983,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486917282,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486917581,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486917880,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486918180,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486918479,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486918779,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486919078,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486919377,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486919676,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486919976,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486920275,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486920574,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486920873,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486921173,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486921472,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486921771,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486922070,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486922370,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486922669,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486922968,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486923267,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486923566,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486923866,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486924165,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486924464,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486924763,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486925062,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486925361,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486925660,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486925960,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486926259,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486926558,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486926857,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486927156,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486927455,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486927754,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486928053,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486928352,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486928651,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486928950,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486929249,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486929548,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486929847,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486930146,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486930445,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486930744,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486931043,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486931342,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486931641,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486931940,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486932239,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486932538,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486932837,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486933136,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486933435,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486933734,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486934033,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486934332,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486934631,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486934930,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486935229,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486935528,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486935827,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486936126,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486936425,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486936724,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486937023,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486937322,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486937621,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486937920,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486938219,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486938518,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486938817,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486939116,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486939415,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486939714,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486940013,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486940312,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486940611,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486940910,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486941209,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486941508,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486941807,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486942106,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486942405,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486942704,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486943003,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486943302,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486943601,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486943900,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486944199,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486944498,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486944797,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486945096,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486945395,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486945694,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486945993,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486946292,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486946591,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486946890,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486947189,0.00,0.00,0.00,0.00,0.30,17.60
S153,1486947488,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486947787,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486948086,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486948385,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486948684,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486948983,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486949282,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486949581,0.00,0.00,0.00,0.00,0.30,17.50
S153,1486949880,0.00,0.00,0.00,0.00,0.30,17.60
