Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S006,1484070119,22.00,9.60,21.40,8.60,0.20,17.60
S006,1484070418,21.70,9.80,21.20,8.50,0.20,17.60
S006,1484070717,21.50,10.00,21.20,8.70,0.20,17.60
S006,1484071016,21.50,10.40,21.20,8.80,0.20,17.60
S006,1484071315,21.60,10.50,21.30,8.90,0.20,17.60
S006,1484071614,21.80,10.60,21.60,9.10,0.20,17.60
S006,1484071913,21.90,10.70,21.60,9.10,0.20,17.60
S006,1484072212,21.90,10.70,21.60,9.30,0.20,17.60
S006,1484072511,21.90,10.70,21.60,9.50,0.20,17.60
S006,1484072810,21.80,10.60,21.50,9.70,0.20,17.60
Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S006,1484070119,22.20,11.90,21.70,10.90,0.20,17.60
S006,1484070418,22.00,12.10,21.40,11.20,0.20,17.60
S006,1484070717,21.90,12.40,21.30,11.30,0.20,17.60
S006,1484071016,21.80,12.30,21.40,11.10,0.20,17.60
S006,1484071315,21.70,12.40,21.30,11.10,0.20,17.60
S006,1484071614,21.70,12.60,21.40,11.30,0.20,17.60
S006,1484071913,21.70,12.70,21.40,11.40,0.20,17.60
S006,1484072212,21.70,12.70,21.30,11.40,0.20,17.60
S006,1484072511,21.70,12.80,21.30,11.50,0.20,17.60
S006,1484072810,21.70,13.30,21.30,11.90,0.20,17.60
S006,1484073109,21.70,13.00,21.30,11.70,0.20,17.60
S006,1484073408,21.80,13.30,21.50,11.80,0.20,17.60
S006,1484073707,22.00,13.60,21.50,12.20,0.20,17.60
S006,1484074006,22.10,13.90,21.60,12.40,0.20,17.60
S006,1484074305,22.10,14.00,21.70,12.60,0.20,17.60
S006,1484074605,24.20,16.40,22.20,16.30,14.50,17.60
S006,1484074904,23.50,14.50,21.10,51.80,6.90,17.60
S006,1484075203,22.90,14.40,20.40,59.60,7.20,17.60
S006,1484075503,22.60,14.00,20.20,63.20,7.20,17.50
S006,1484075802,22.40,17.20,20.10,65.00,7.20,17.60
S006,1484076101,22.30,15.50,20.10,66.20,7.20,17.60
S006,1484076401,22.20,14.90,20.10,66.70,7.20,17.60
S006,1484076700,22.10,17.50,20.10,67.50,7.10,17.60
S006,1484077000,22.00,15.90,20.10,67.70,7.00,17.50
S006,1484077299,22.00,14.90,20.10,68.30,7.00,17.60
S006,1484077598,21.90,15.30,20.10,68.80,6.90,17.50
S006,1484077897,21.90,15.30,20.20,68.80,6.90,17.60
S006,1484078197,21.80,16.00,20.10,68.90,6.80,17.50
S006,1484078496,21.80,15.20,20.20,69.60,6.80,17.60
S006,1484078795,21.70,15.10,20.10,69.80,6.80,17.60
S006,1484079094,21.70,15.30,20.10,70.20,6.70,17.50
S006,1484079394,21.70,15.60,20.10,70.80,6.70,17.60
S006,1484079693,21.60,15.30,20.10,70.90,6.60,17.60
S006,1484079992,21.60,15.50,20.10,71.40,6.60,17.60
S006,1484080292,21.60,15.60,20.10,71.60,6.50,17.50
S006,1484080591,21.60,15.80,20.10,71.80,6.50,17.60
S006,1484080890,21.60,15.80,20.10,72.00,6.40,17.50
S006,1484081189,21.60,16.00,20.10,72.40,6.40,17.60
S006,1484081488,21.50,16.10,20.10,72.60,6.30,17.50
S006,1484081787,21.50,16.70,20.00,72.50,6.30,17.60
S006,1484082087,21.60,16.70,20.00,72.30,6.30,17.60
S006,1484082386,21.60,17.10,20.00,72.50,6.20,17.50
S006,1484082685,21.60,17.00,20.00,72.50,6.20,17.60
S006,1484082984,21.60,17.10,20.00,73.00,6.10,17.50
S006,1484083283,21.60,17.90,20.00,73.20,6.10,17.60
S006,1484083582,21.60,17.40,20.00,73.10,6.10,17.60
S006,1484083881,21.60,17.80,20.00,73.50,6.00,17.50
S006,1484084181,21.60,18.00,20.00,73.10,6.00,17.60
S006,1484084480,21.60,18.30,20.10,73.20,6.00,17.60
S006,1484084779,21.60,18.40,20.00,73.70,5.90,17.50
S006,1484085078,21.60,18.50,20.10,73.50,5.90,17.60
S006,1484085377,21.60,18.80,20.10,74.00,5.90,17.60
S006,1484085676,21.60,19.40,20.00,73.90,5.80,17.50
S006,1484085975,21.60,18.80,20.00,74.20,5.80,17.60
S006,1484086274,21.60,18.80,20.00,74.20,5.70,17.50
S006,1484086573,21.60,20.30,20.10,74.30,5.70,17.60
S006,1484086872,21.60,19.00,20.10,74.00,5.70,17.60
S006,1484087171,21.60,19.20,20.00,74.00,5.70,17.60
S006,1484087470,21.50,19.20,20.00,74.50,5.60,17.60
S006,1484087769,21.50,19.30,20.00,74.60,5.60,17.60
S006,1484088068,21.50,19.70,20.00,75.00,5.50,17.50
S006,1484088367,21.50,19.30,20.00,75.00,5.50,17.60
S006,1484088666,21.50,19.40,20.00,74.90,5.50,17.60
S006,1484088965,21.50,19.60,20.00,75.20,5.40,17.50
S006,1484089264,21.50,19.50,20.00,75.20,5.40,17.60
S006,1484089563,21.50,19.60,20.00,74.70,5.40,17.60
S006,1484089862,21.50,19.90,20.00,74.60,5.30,17.60
