Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S001,1484070119,21.70,13.00,21.30,12.40,18.20,25.10
S001,1484070418,21.50,12.90,21.20,12.30,18.20,25.60
S001,1484070717,21.50,13.10,21.20,12.40,18.20,25.60
S001,1484071016,21.50,13.30,21.20,12.50,18.20,25.60
S001,1484071315,21.40,13.20,21.30,12.60,18.30,25.60
S001,1484071614,21.70,13.40,21.60,12.60,18.20,25.10
S001,1484071913,21.80,13.30,21.60,12.60,18.30,25.10
S001,1484072212,21.90,13.60,21.60,12.80,18.20,25.00
S001,1484072511,21.80,13.70,21.60,13.00,18.20,25.10
S001,1484072810,21.80,13.90,21.50,13.20,18.20,25.10
S001,1484073109,21.80,14.10,21.50,13.50,18.20,25.10
S001,1484073408,21.80,14.30,21.50,13.70,18.20,25.60
S001,1484073707,21.80,14.40,21.40,13.70,18.20,25.60
S001,1484074006,21.80,14.50,21.40,13.80,18.20,25.10
S001,1484074305,21.80,14.80,21.50,14.10,18.20,24.50
S001,1484074605,21.80,14.80,21.40,14.00,18.20,25.10
S001,1484074904,21.80,14.80,21.40,14.20,18.20,25.10
S001,1484075203,21.80,15.10,21.60,14.40,18.30,25.00
S001,1484075503,21.70,15.10,21.40,14.30,18.40,57.60
S001,1484075802,21.50,15.40,21.20,14.60,18.40,57.60
S001,1484076101,21.40,15.40,21.20,14.60,18.40,57.60
S001,1484076401,21.50,15.50,21.20,14.60,18.40,57.60
S001,1484076700,21.30,15.70,21.20,14.80,18.40,57.60
S001,1484077000,21.50,15.60,21.20,14.70,18.40,57.60
S001,1484077299,21.40,15.60,21.20,14.80,18.40,57.60
S001,1484077598,21.40,15.70,21.20,14.90,18.40,57.60
S001,1484077897,21.30,15.80,21.20,14.90,18.40,57.60
S001,1484078197,21.30,15.90,21.20,15.10,18.40,57.60
S001,1484078496,21.30,16.00,21.30,15.20,18.40,57.60
S001,1484078795,22.30,18.00,21.80,16.00,0.20,19.20
S001,1484079094,22.10,16.70,22.00,16.70,0.20,50.30
S001,1484079394,21.90,16.40,21.70,15.70,0.20,46.40
S001,1484079693,21.90,16.90,21.80,16.00,0.20,47.50
S001,1484079992,22.00,17.90,21.30,38.90,7.30,48.00
S001,1484080292,22.10,16.60,20.70,68.90,8.60,73.20
S001,1484080591,21.90,16.30,20.50,71.60,8.90,73.10
S001,1484080890,21.80,16.50,20.30,73.70,9.10,73.00
S001,1484081189,21.80,16.30,20.30,74.10,9.10,73.20
S001,1484081488,21.80,16.40,20.30,75.20,9.20,73.20
S001,1484081787,21.80,16.40,20.30,75.50,9.20,73.20
S001,1484082087,21.80,16.60,20.30,76.20,9.40,73.10
S001,1484082386,21.80,18.20,20.30,76.20,9.50,73.20
S001,1484082685,21.70,17.10,20.30,76.90,9.50,73.10
S001,1484082984,21.70,17.00,20.30,77.40,9.50,73.20
S001,1484083283,21.60,17.70,20.30,77.80,9.60,73.20
S001,1484083582,21.70,17.40,20.30,78.10,9.70,73.20
S001,1484083881,21.50,18.90,20.30,78.30,9.80,73.20
S001,1484084181,21.30,18.10,20.30,78.50,9.50,73.20
S001,1484084480,21.10,18.40,20.30,78.70,9.70,73.10
S001,1484084779,21.10,18.10,20.30,79.40,9.60,73.10
S001,1484085078,21.10,19.10,20.20,79.40,9.80,73.10
S001,1484085377,21.10,19.00,20.20,79.80,9.90,73.10
S001,1484085676,21.10,19.00,20.20,80.00,9.90,73.10
S001,1484085975,21.10,19.70,20.20,80.40,10.00,73.10
S001,1484086274,21.10,20.20,20.20,80.50,9.90,73.10
S001,1484086573,21.10,19.80,20.20,80.60,9.90,73.20
S001,1484086872,21.10,19.30,20.20,81.10,9.80,73.20
S001,1484087171,21.10,19.40,20.20,81.10,9.70,73.10
S001,1484087470,21.10,19.30,20.20,81.40,9.70,73.10
S001,1484087769,21.10,19.50,20.20,81.90,9.60,73.10
S001,1484088068,21.30,19.70,20.20,81.90,9.70,73.10
S001,1484088367,21.20,19.80,20.20,82.10,9.70,73.20
S001,1484088666,21.30,19.70,20.20,82.10,9.60,73.20
S001,1484088965,21.30,20.10,20.20,82.30,9.60,73.20
S001,1484089264,21.20,20.50,20.20,82.50,9.50,73.10
S001,1484089563,21.20,20.30,20.20,82.50,9.50,73.20
S001,1484089862,21.30,20.10,20.20,82.60,9.50,73.20
S001,1484090161,21.30,20.20,20.20,82.80,9.40,73.20
S001,1484090460,21.20,20.90,20.20,83.00,9.30,73.10
S001,1484090759,21.30,20.90,20.20,83.00,9.30,73.20
S001,1484091058,21.20,22.10,20.20,83.20,9.30,73.20
S001,1484091357,21.20,21.10,20.20,83.30,9.20,73.10
S001,1484091656,21.30,22.50,20.20,83.50,9.20,73.20
S001,1484091955,21.10,22.70,20.20,83.20,9.10,73.10
S001,1484092254,21.00,23.70,20.20,83.40,9.00,73.10
S001,1484092553,20.90,23.70,20.20,82.80,9.00,73.20
S001,1484092852,20.90,23.60,20.20,83.40,8.90,73.20
S001,1484093151,20.90,23.30,20.20,83.70,8.80,73.20
S001,1484093450,20.90,24.00,20.10,84.00,8.50,72.10
S001,1484093749,20.90,25.10,20.20,84.10,8.70,73.20
S001,1484094048,20.90,25.20,20.10,84.80,8.20,73.30
S001,1484094347,20.90,24.00,20.10,84.90,8.20,73.40
S001,1484094646,20.90,24.10,20.10,84.00,8.50,73.20
S001,1484094945,20.90,25.40,20.10,84.40,8.50,73.20
S001,1484095244,20.90,24.10,20.10,83.90,8.50,73.20
S001,1484095543,20.80,24.60,20.20,84.40,8.50,73.20
S001,1484095842,20.90,25.10,20.20,85.00,8.40,73.20
S001,1484096141,20.90,24.90,20.00,84.90,8.20,73.00
S001,1484096440,20.90,25.30,20.00,85.00,8.30,73.20
S001,1484096739,20.90,25.60,20.00,85.00,8.10,72.30
S001,1484097038,20.90,25.80,20.20,85.10,7.90,72.40
S001,1484097337,20.90,25.20,20.00,85.10,8.10,73.20
S001,1484097636,20.90,25.30,20.20,85.00,8.00,73.10
S001,1484097935,20.80,26.60,20.10,84.70,8.00,73.20
S001,1484098234,20.80,25.60,20.00,84.60,7.90,73.30
S001,1484098533,20.90,25.20,20.00,84.80,7.70,72.10
S001,1484098832,20.70,25.70,20.00,85.10,7.80,72.50
S001,1484099131,20.70,26.70,20.00,85.30,7.60,72.10
S001,1484099430,20.70,25.60,20.00,85.10,7.70,72.50
S001,1484099729,20.90,26.40,19.90,85.50,7.60,73.40
S001,1484100028,20.90,25.80,19.90,85.30,7.40,72.10
S001,1484100327,20.80,25.80,19.90,85.50,7.70,73.40
S001,1484100626,20.70,25.90,19.80,84.90,7.40,72.10
