Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S168,1486911899,20.80,15.80,20.70,10.60,0.10,17.50
S168,1486912198,20.90,15.80,20.70,10.70,0.10,17.50
S168,1486912497,20.90,16.00,20.70,10.80,0.10,17.50
S168,1486912796,20.90,16.00,20.80,10.90,0.10,17.50
S168,1486913095,20.90,16.00,20.80,11.00,0.10,17.50
S168,1486913394,20.90,16.50,20.70,11.90,0.10,17.50
S168,1486913693,20.90,16.60,20.80,11.70,0.10,17.50
S168,1486913992,20.90,16.50,20.70,11.60,0.10,17.50
S168,1486914291,20.90,16.30,20.60,11.40,0.10,17.50
S168,1486914590,20.90,16.20,20.70,11.40,0.10,17.50
S168,1486914889,20.90,16.20,20.60,11.20,0.10,17.50
S168,1486915188,20.90,16.30,20.70,11.50,0.10,17.50
S168,1486915487,20.90,16.80,20.80,12.30,0.10,17.50
S168,1486915786,20.90,16.70,20.80,11.80,0.10,17.50
S168,1486916085,20.90,17.30,20.80,12.90,0.10,17.50
S168,1486916385,20.90,17.00,20.70,12.60,0.10,17.50
S168,1486916684,20.90,17.20,20.70,12.50,0.10,17.50
S168,1486916983,21.00,17.30,20.80,12.80,0.10,17.50
S168,1486917283,21.00,17.10,20.80,12.50,0.10,17.50
S168,1486917582,20.90,17.20,20.70,12.80,0.10,17.50
S168,1486917881,20.90,17.40,20.60,12.90,0.10,17.50
S168,1486918181,20.90,17.20,20.60,13.00,0.10,17.50
S168,1486918480,20.90,17.50,20.60,13.50,0.10,17.50
S168,1486918780,20.90,17.40,20.60,12.90,0.10,17.50
S168,1486919079,20.90,17.60,20.70,13.20,0.10,17.50
S168,1486919378,20.90,17.60,20.70,13.20,0.10,17.50
S168,1486919677,20.90,17.60,20.70,13.20,0.10,17.50
S168,1486919977,20.90,17.60,20.70,13.30,0.10,17.50
S168,1486920276,20.90,17.60,20.70,13.20,0.10,17.50
S168,1486920575,20.90,18.00,20.70,13.20,0.10,17.50
S168,1486920874,20.90,17.80,20.60,13.40,0.10,17.50
S168,1486921174,20.90,17.80,20.70,13.40,0.10,17.50
S168,1486921473,21.00,18.00,20.80,13.70,0.10,17.50
S168,1486921772,21.00,18.10,20.80,13.70,0.10,17.50
S168,1486922071,21.00,17.90,20.70,13.80,0.10,17.50
S168,1486922371,20.90,18.00,20.70,13.80,0.10,17.50
S168,1486922670,20.90,18.10,20.70,13.80,0.10,17.50
S168,1486922969,21.00,18.00,20.70,13.70,0.10,17.50
S168,1486923268,20.90,18.10,20.70,13.90,0.10,17.50
S168,1486923567,20.90,18.10,20.70,13.90,0.10,17.50
S168,1486923867,20.90,18.00,20.70,13.80,0.10,17.50
S168,1486924166,20.90,17.90,20.70,13.70,0.10,17.50
S168,1486924465,20.90,17.90,20.70,13.60,0.10,17.50
S168,1486924764,20.90,17.90,20.60,13.70,0.10,17.50
S168,1486925063,20.90,17.90,20.70,13.60,0.10,17.50
S168,1486925362,21.20,17.80,20.90,13.50,0.10,17.50
S168,1486925661,22.40,19.90,22.30,13.00,0.10,17.50
S168,1486925961,21.70,17.40,21.90,12.30,0.10,17.50
S168,1486926260,21.60,17.40,21.30,13.00,0.10,17.50
S168,1486926559,21.50,17.50,21.00,13.30,0.10,17.50
S168,1486926858,21.40,17.60,20.90,13.40,0.10,17.50
S168,1486927157,21.30,17.70,20.90,13.40,0.10,17.50
S168,1486927456,21.20,17.70,20.90,13.50,0.10,17.50
S168,1486927755,21.10,17.80,20.90,13.50,0.10,17.50
S168,1486928054,21.10,17.80,20.80,13.40,0.10,17.50
S168,1486928353,21.10,17.70,20.80,13.30,0.10,17.50
S168,1486928652,21.00,18.00,20.80,13.80,0.10,17.50
S168,1486928951,21.00,18.20,20.80,14.00,0.10,17.50
