Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S170,1486911899,20.90,9.60,21.00,8.60,0.10,17.30
S170,1486912198,20.90,9.40,21.00,8.60,0.10,17.30
S170,1486912497,20.90,10.00,21.00,8.80,0.10,17.30
S170,1486912796,21.00,10.00,21.00,8.90,0.10,17.30
S170,1486913095,21.00,10.00,21.00,8.90,0.10,17.30
S170,1486913394,21.00,10.60,21.00,9.50,0.10,17.30
S170,1486913693,21.00,10.60,21.00,9.60,0.10,17.30
S170,1486913992,21.00,10.50,21.00,9.40,0.10,17.30
S170,1486914291,21.00,10.30,20.90,9.20,0.10,17.30
S170,1486914590,20.90,10.20,20.90,9.20,0.10,17.30
S170,1486914889,20.90,10.10,20.90,9.10,0.10,17.30
S170,1486915188,20.90,10.30,20.90,9.20,0.10,17.30
S170,1486915487,20.90,10.80,21.10,10.00,0.10,17.30
S170,1486915786,20.90,10.80,21.00,9.60,0.10,17.30
S170,1486916085,20.90,11.40,21.00,10.30,0.10,17.30
S170,1486916385,21.00,11.10,21.00,10.10,0.10,17.30
S170,1486916684,20.90,11.30,21.00,10.20,0.10,17.30
S170,1486916983,21.00,11.50,21.00,10.30,0.10,17.30
S170,1486917282,21.00,11.30,21.00,10.20,0.10,17.30
S170,1486917581,20.90,11.30,20.90,10.20,0.10,17.30
S170,1486917880,20.90,11.50,20.90,10.40,0.10,17.30
S170,1486918180,20.90,11.20,20.90,10.60,0.10,17.30
S170,1486918479,20.90,11.50,20.90,10.80,0.10,17.30
S170,1486918778,20.90,11.70,20.90,10.40,0.10,17.30
S170,1486919078,20.90,11.80,20.90,10.70,0.10,17.30
S170,1486919377,20.90,11.80,20.90,10.70,0.10,17.30
S170,1486919676,20.90,11.80,20.90,10.60,0.10,17.30
S170,1486919976,20.90,11.80,20.90,10.80,0.10,17.30
S170,1486920275,20.90,11.80,20.90,10.70,0.10,17.30
S170,1486921087,20.90,11.80,20.90,10.70,0.10,17.30
S170,1486921174,20.90,11.90,20.90,10.80,0.10,17.30
S170,1486921473,20.90,12.20,20.90,11.00,0.10,17.30
S170,1486921772,21.10,12.00,21.00,11.10,0.10,17.30
S170,1486922071,21.10,12.20,21.00,11.10,0.10,17.30
S170,1486922371,21.00,11.90,20.90,10.80,0.10,17.30
S170,1486922670,21.00,12.40,20.90,11.30,0.10,17.30
S170,1486922970,21.00,12.20,20.90,11.20,0.10,17.30
S170,1486923269,21.00,12.20,20.90,11.20,0.10,17.30
S170,1486923568,21.00,12.30,20.90,11.20,0.10,17.30
S170,1486923868,21.00,12.50,20.90,11.40,0.10,17.30
S170,1486924167,21.00,12.40,20.90,11.30,0.10,17.30
S170,1486924466,20.90,12.20,20.90,11.20,0.10,17.30
S170,1486924765,20.90,12.20,20.90,11.20,0.10,17.30
S170,1486925064,20.90,12.20,20.90,11.20,0.10,17.30
S170,1486925363,20.90,12.20,20.90,11.20,0.10,17.30
S170,1486925662,20.90,12.30,20.90,11.20,0.10,17.30
S170,1486925962,22.10,12.10,23.10,10.90,0.10,17.30
S170,1486926261,21.70,11.80,23.00,9.90,0.10,17.30
S170,1486926560,21.50,11.80,21.50,10.60,0.10,17.30
S170,1486926859,21.40,11.80,21.00,10.90,0.10,17.30
S170,1486927158,21.30,12.00,20.90,11.10,0.10,17.30
S170,1486927457,21.20,12.00,20.90,11.10,0.10,17.30
S170,1486927756,21.20,12.00,20.90,11.10,0.10,17.30
S170,1486928055,21.10,12.00,20.80,11.10,0.10,17.30
S170,1486928354,21.10,12.10,20.80,11.10,0.10,17.30
S170,1486928653,21.00,11.90,20.80,11.00,0.10,17.30
S170,1486928952,21.00,11.90,20.70,11.00,0.10,17.30
S170,1486929251,21.00,12.50,20.80,11.70,0.10,17.30
S170,1486929550,21.00,12.60,20.80,11.60,0.10,17.30
S170,1486929849,21.00,12.30,20.80,11.20,0.10,17.30
S170,1486930148,21.00,12.70,20.80,11.60,0.10,17.30
S170,1486930447,21.00,12.80,20.80,11.70,0.10,17.30
S170,1486930746,21.00,12.90,20.80,11.80,0.10,17.30
S170,1486931045,20.90,12.90,20.80,11.90,0.10,17.30
S170,1486931344,20.90,12.90,20.80,11.90,0.10,17.30
