Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S126,1486911899,20.80,17.70,20.60,12.30,0.20,17.60
S126,1486912198,20.70,17.80,20.60,12.70,0.20,17.60
S126,1486912497,20.70,17.70,20.60,12.60,0.20,17.60
S126,1486912796,20.80,18.20,20.70,13.20,0.20,17.60
S126,1486913095,20.80,18.00,20.70,12.90,0.20,17.60
S126,1486913394,20.70,18.30,20.70,13.20,0.20,17.60
S126,1486913693,20.80,18.80,20.70,13.70,0.20,17.60
S126,1486913992,20.80,18.50,20.70,13.40,0.20,17.60
S126,1486914291,20.70,18.60,20.70,13.50,0.20,17.60
S126,1486914590,20.70,18.40,20.70,13.30,0.20,17.60
S126,1486914889,20.70,18.30,20.70,13.20,0.20,17.60
S126,1486915188,20.70,18.20,20.70,13.10,0.20,17.60
S126,1486915487,20.60,18.30,20.70,13.30,0.20,17.60
S126,1486915786,20.60,18.70,20.70,13.70,0.20,17.60
S126,1486916085,20.70,18.70,20.70,13.60,0.20,17.60
S126,1486916384,20.70,19.20,20.70,14.10,0.20,17.60
S126,1486916683,20.70,19.10,20.70,14.00,0.20,17.60
S126,1486916982,20.70,19.20,20.70,14.10,0.20,17.60
S126,1486917281,20.70,19.30,20.70,14.20,0.20,17.60
S126,1486917580,20.70,19.60,20.70,14.20,0.20,17.60
S126,1486917879,20.70,19.00,20.70,14.00,0.20,17.60
S126,1486918178,20.60,19.10,20.60,14.10,0.20,17.60
S126,1486918477,20.70,19.30,20.70,14.40,0.20,17.60
S126,1486918776,20.70,19.40,20.70,14.40,0.20,17.60
S126,1486919075,20.70,19.50,20.70,14.60,0.20,17.60
S126,1486919374,20.60,19.30,20.70,14.40,0.20,17.60
S126,1486919673,20.70,19.40,20.70,14.40,0.20,17.60
S126,1486919973,20.70,19.50,20.70,14.50,0.20,17.60
S126,1486920272,20.70,19.60,20.70,14.80,0.20,17.60
S126,1486920571,20.70,19.70,20.70,14.60,0.20,17.60
S126,1486920870,20.60,19.70,20.70,14.80,0.20,17.60
S126,1486921170,20.60,19.70,20.70,14.60,0.20,17.60
S126,1486921469,20.70,20.00,20.80,15.00,0.20,17.60
S126,1486921768,20.70,19.80,20.90,14.90,0.20,17.60
S126,1486922067,20.70,20.00,20.80,15.00,0.20,17.60
S126,1486922367,20.70,20.20,20.80,15.60,0.20,17.60
S126,1486922666,20.70,20.10,20.70,15.30,0.20,17.60
S126,1486922966,20.70,20.10,20.70,15.30,0.20,17.60
