Device,Time,DHT1-OUT Temp,DHT1-OUT Hum,DHT2-IN Temp,DHT2-IN Hum,Soil,Infrared
S302,1486911899,33.00,20.90,33.70,23.90,0.10,17.40
S302,1486912198,33.10,20.70,33.70,24.40,0.10,17.40
S302,1486912497,33.20,20.60,33.60,24.30,0.10,17.40
S302,1486912796,33.30,20.70,33.70,25.00,0.10,17.40
S302,1486913095,33.40,20.80,33.80,25.10,0.10,17.40
S302,1486913394,33.50,20.70,33.80,24.80,0.10,17.40
S302,1486913693,33.50,20.70,33.80,24.70,0.10,17.40
S302,1486913992,33.50,20.80,33.80,25.10,0.10,17.40
S302,1486914291,33.60,20.50,33.80,24.00,0.10,17.40
S302,1486914590,33.60,20.10,33.80,23.60,0.10,17.40
S302,1486914889,33.60,19.60,33.80,23.40,0.10,17.40
S302,1486915188,33.60,19.60,33.80,23.50,0.10,17.40
S302,1486915487,33.60,19.60,33.80,24.00,0.10,17.40
S302,1486915786,33.60,19.60,33.80,24.00,0.10,17.40
S302,1486916085,33.70,19.60,33.80,24.00,0.10,17.40
S302,1486916385,33.70,19.60,33.80,24.00,0.10,17.40
S302,1486916684,33.70,19.60,33.80,24.00,0.10,17.40
S302,1486916983,33.70,19.60,33.80,24.00,0.10,17.40
S302,1486917282,33.70,19.60,33.70,23.90,0.10,17.40
S302,1486917581,33.60,19.60,33.70,23.90,0.10,17.40
S302,1486917880,33.60,19.60,33.70,23.90,0.10,17.40
S302,1486918180,33.60,19.60,33.70,23.90,0.10,17.40
S302,1486918479,33.60,19.60,33.60,23.90,0.10,17.40
S302,1486918778,33.50,19.50,33.60,23.90,0.10,17.40
S302,1486919078,33.60,19.60,33.60,23.90,0.10,17.40
S302,1486919377,33.50,19.50,33.50,23.90,0.10,17.40
S302,1486919676,33.50,19.50,33.50,23.90,0.10,17.40
S302,1486919976,33.50,19.50,33.50,23.60,0.10,17.40
S302,1486920275,33.40,19.20,33.40,23.50,0.10,17.40
S302,1486920574,33.40,19.20,33.40,23.60,0.10,17.40
S302,1486920873,33.40,19.10,33.40,23.50,0.10,17.40
S302,1486921173,33.30,19.00,33.30,23.40,0.10,17.40
S302,1486921472,33.30,19.00,33.30,23.40,0.10,17.40
S302,1486921771,33.30,18.90,33.30,23.40,0.10,17.40
S302,1486922070,33.30,18.90,33.20,23.30,0.10,17.40
S302,1486922370,33.20,18.80,33.20,23.20,0.10,17.40
S302,1486922669,33.20,18.80,33.20,23.10,0.10,17.40
S302,1486922969,33.10,18.60,33.10,22.90,0.10,17.40
S302,1486923268,33.00,18.50,33.00,22.70,0.10,17.40
S302,1486923567,33.00,18.40,33.00,22.60,0.10,17.40
S302,1486923867,32.90,18.30,32.90,22.50,0.10,17.40
S302,1486924166,32.90,18.20,32.90,22.40,0.10,17.40
S302,1486924465,32.90,18.10,32.90,22.30,0.10,17.40
S302,1486924764,32.80,18.00,32.80,22.30,0.10,17.40
S302,1486925063,32.70,17.90,32.80,22.30,0.10,17.40
S302,1486925362,32.70,17.90,32.80,22.20,0.10,17.40
S302,1486925661,32.70,17.90,32.70,22.20,0.10,17.40
S302,1486925961,32.70,17.90,32.70,22.20,0.10,17.40
S302,1486926260,32.60,17.90,32.70,22.20,0.10,17.40
S302,1486926559,32.60,17.90,32.60,22.20,0.10,17.40
S302,1486926858,32.60,17.90,32.60,23.00,0.10,17.40
S302,1486927157,32.60,18.20,32.60,23.40,0.10,17.40
S302,1486927456,32.60,18.40,32.60,23.90,0.10,17.40
S302,1486927755,32.60,18.80,32.60,24.60,0.10,17.40
S302,1486928054,32.60,19.00,32.70,25.00,0.10,17.40
S302,1486928353,32.60,20.20,32.70,25.60,0.10,17.40
S302,1486928652,32.60,19.70,32.60,25.80,0.10,17.40
S302,1486928951,32.60,20.00,32.60,26.40,0.10,17.40
S302,1486929250,32.60,20.40,32.60,26.60,0.10,17.40
S302,1486929549,32.60,20.70,32.60,27.10,0.10,17.40
S302,1486929848,32.60,21.20,32.60,27.20,0.10,17.40
S302,1486930147,32.50,21.30,32.40,27.10,0.10,17.40
S302,1486930446,32.50,21.60,32.50,27.50,0.10,17.40
S302,1486930745,32.50,21.70,32.40,27.70,0.10,17.40
S302,1486931044,32.40,22.10,32.40,27.70,0.10,17.40
S302,1486931343,32.40,22.20,32.40,27.80,0.10,17.40
S302,1486931642,32.40,22.40,32.40,27.80,0.10,17.40
S302,1486931941,32.30,22.40,32.40,27.70,0.10,17.40
S302,1486932240,32.60,61.80,32.30,28.40,0.10,17.40
S302,1486932539,32.50,23.10,32.30,28.30,0.10,17.40
S302,1486932838,32.40,23.10,32.30,28.30,0.10,17.40
S302,1486933137,32.40,23.10,32.20,28.40,0.10,17.40
S302,1486933436,32.40,23.30,32.20,28.70,0.10,17.40
S302,1486933735,32.30,23.50,32.20,29.00,0.10,17.40
S302,1486934034,32.30,24.00,32.20,29.50,0.10,17.40
S302,1486934333,32.30,24.30,32.20,30.30,0.10,17.40
S302,1486934632,32.30,25.30,32.20,30.40,0.10,17.40
S302,1486934931,32.20,25.00,32.10,30.10,0.10,17.40
S302,1486935230,32.10,27.40,32.00,32.90,0.10,17.40
S302,1486935529,32.10,27.00,31.90,32.10,0.10,17.40
S302,1486935828,32.00,27.70,31.90,32.50,0.10,17.40
S302,1486936127,31.90,27.90,31.80,32.60,0.10,17.40
S302,1486936426,31.90,28.10,31.90,32.80,0.10,17.40
S302,1486936725,31.90,27.80,31.80,36.00,0.10,17.40
S302,1486937024,31.80,28.30,31.80,34.30,0.10,17.40
S302,1486937323,31.70,28.40,31.80,34.40,0.10,17.40
S302,1486937622,31.60,28.40,31.70,34.30,0.10,17.40
S302,1486937921,31.60,28.50,31.70,34.30,0.10,17.40
S302,1486938220,31.60,28.50,31.70,34.30,0.10,17.40
S302,1486938519,31.50,28.50,31.60,34.20,0.10,17.40
S302,1486938818,31.50,28.60,31.60,34.30,0.10,17.40
S302,1486939117,31.40,28.60,31.60,34.20,0.10,17.40
S302,1486939416,31.40,28.60,31.50,34.20,0.10,17.40
